course,grade,citz,satv,satm,acten,actma,actr,actsc,actc,hsgpa,hspercen,acadrate,reclevel,place1,place2,placetot
M151,B,USA,510,610,,,,,,3.68,,2,5,13,14,27
M151,A-,USA,600,550,,,,,,3.65,,3,4,10,11,21
M151,A,USA,640,620,,,,,,3.97,,1,5,12,8,20
M151,C+,USA,590,590,,,,,,3.7,0.944350759,3,5,,,
M151,B,USA,590,620,,,,,,3.61,,2,4, , ,
M151,C-,USA,,,,,,,,,,,0, , ,
M151,W,USA,680,590,,,,,,4,,2,4,9,8,17
M145,F,USA,,,,,,,,3.09,0.88,3,4,9,7,16
M145,D,USA,,,,,,,,2.81,,5,2,4,6,10
M145,C,USA,,,,,,,,3.56,0.91,3,4,7,4,11
M145,A,USA,770,730,,,,,,3.08,,4,4,8,10,18
M145,C+,USA,610,580,,,,,,2.67,,4,4,11,5,16
M145,B+,USA,,,,,,,,3.31,0.931389365,4,0, , ,
M145,C,USA,620,670,,,,,,3.42,0.815,4,4,9,6,15
M145,B+,USA,530,590,,,,,,3.15,,4,4,11,4,15
M131,B,USA,480,540,,,,,,3.25,0.87,5,2,7,3,10
M131,B-,USA,,,,,,,,3.29,0.68,5,2,,,
M131,D+,USA,,,,,,,,3.72,,3,4,11,6,17
M131,D+,USA,640,630,,,,,,2.44,,4,4,,,
M131,C-,USA,,,,,,,,3.17,0.84,3,3,4,4,8
M131,D-,USA,,,,,,,,2.57,,4,2,6,1,7
M131,D+,USA,,,,,,,,2.96,0.33,5,2,8,2,10
M131,B,USA,,,,,,,,3.71,,2,4,,,
M131,B,USA,,,,,,,,3.89,0.82,3,2,9,0,9
M131,B+,USA,,,,,,,,3.43,,3,4,9,5,14
M131,B,USA,,,,,,,,3.25,,5,2,,,
M131,B-,USA,,,,,,,,3.09,0.88,3,4,9,7,16
M131,C,USA,590,560,,,,,,3.2,,4,3,11,5,16
M131,W,USA,,,,,,,,2.93,0.55,4,3,11,6,17
M131,C+,USA,470,510,,,,,,3.13,,4,2,11,10,21
M131,A,USA,,,,,,,,3.43,0.835987261,4,3,13,6,19
M131,A-,USA,490,630,,,,,,2.68,,4,3,12,11,23
M131,B,USA,530,550,,,,,,3.18,0.811,3,1,4,2,6
M121,A,USA,,,,,,,,3.77,,2,5,11,5,16
M121,A,USA,,,,,,,,3.91,0.96,2,2,3,1,4
M121,A-,USA,730,510,,,,,,3.84,0.91,1,4,,,
M121,A-,USA,610,510,,,,,,3,,4,2,7,4,11
M121,B,USA,680,660,,,,,,2.45,,4,2,,,
M121,B,USA,800,490,,,,,,3.45,0.83,2,1,1,6,7
M121,B,USA,,,,,,,,3.85,0.75,4,2,3,6,9
M121,B,USA,,,,,,,,2.17,0.62,5,2,4,4,8
M121,B-,USA,740,580,,,,,,2.66,0.28,4,2,4,2,6
M121,B+,USA,,,,,,,,3.17,0.67,3,2,7,2,9
M121,B+,USA,,,,,,,,3.19,0.69,4,2,,,
M121,C,USA,580,440,,,,,,3.04,0.63,5,1,5,2,7
M121,C,USA,,,,,,,,3.25,,3,2,5,3,8
M121,C,USA,,,,,,,,3.33,0.67,3,4,,,
M121,C-,USA,,,,,,,,3.17,,3,2,2,3,5
M121,C-,USA,,,,,,,,3.24,0.7,3,2,,,
M121,C-,USA,,,,,,,,2.48,,5,2,,,
M121,C-,USA,520,450,,,,,,3.11,0.89,5,1,2,0,2
M121,C+,USA,,,,,,,,3.13,0.79,3,2,3,1,4
M121,C+,USA,,,,,,,,3.92,,4,2,,,
M121,C+,USA,,,,,,,,3.17,0.88,3,2,4,4,8
M121,D,USA,,,,,,,,3.25,0.75,5,2,6,4,10
M121,D,USA,,,,,,,,2.73,0.45,6,2,3,3,6
M121,C,USA,,,,,,,,2.78,0.62,4,2,,,
M121,B-,USA,,,,,,,,2.48,0.65,4,2,8,4,12
M121,D+,USA,,,,,,,,3.12,0.73,5,2,,,
M121,A-,USA,,,,,,,,3.38,,4,2,7,3,10
M121,C,USA,,,,,,,,3.5,,3,2,,,
M121,A-,USA,570,660,,,,,,3.43,,2,3,10,0,10
M121,B,USA,,,,,,,,2.81,,4,2,,,
M121,C,USA,,,,,,,,2.73,,4,2,,,
M121,C-,USA,,,,,,,,2.76,,4,2,,,
M121,C+,USA,,,,,,,,3.96,0.73,4,4,5,2,7
M121,A,USA,,,,,,,,3.69,0.86,2,5,,,
M121,B,USA,,,,,,,,3.43,0.76,4,4,4,3,7
M121,A-,USA,,,,,,,,3.33,,4,2,10,6,16
M121,W,USA,750,670,,,,,,3.05,,2,4,,,
M121,D-,USA,540,560,,,,,,2.69,,4,2,3,2,5
M121,C,USA,590,500,,,,,,3.19,,4,2,7,3,10
M121,W,USA,,,,,,,,4.45,0.83,3,4,6,4,10
M121,A,USA,,,,,,,,2.81,,4,2,6,1,7
M121,B,USA,,,,,,,,3.7,0.96,3,2,5,2,7
M121,C-,USA,,,,,,,,2.96,0.28,4,2,3,2,5
M121,A-,USA,,,,,,,,3.21,0.79,4,4,4,8,12
M121,A,USA,800,610,,,,,,2.77,0.74,3,2,6,3,9
M121,B,USA,,,,,,,,3.12,,3,2,,,
M121,B+,USA,580,440,,,,,,3.71,0.95,3,1,,,
M121,A,USA,,,,,,,,,,,2,7,4,11
M121,A,USA,620,480,,,,,,2.97,0.81,4,1,5,1,6
M121,A,USA,,,,,,,,4,,2,5,9,11,20
M121,A,USA,,,,,,,,3.75,0.89,3,2,4,5,9
M121,A,USA,,,,,,,,4,,3,4,9,5,14
M121,A,USA,,,,,,,,3.68,,2,4,,,
M121,A-,USA,540,400,,,,,,2.57,,5,1,,,
M121,A-,USA,420,560,,,,,,3.13,,3,2,,,
M121,B-,USA,,,,,,,,2.29,,4,2,5,3,8
M121,B-,USA,,,,,,,,2.71,,5,2,,,
M121,B-,USA,,,,,,,,4,0.99,3,2,2,1,3
M121,B-,USA,,,,,,,,2.78,0.73,4,2,8,4,12
M121,B+,USA,,,,,,,,3.36,0.74,3,2,6,2,8
M121,B+,USA,,,,,,,,2.86,,3,2,,,
M121,C,USA,480,460,,,,,,3.4,0.66,3,2,8,2,10
M121,C-,USA,,,,,,,,2.75,,4,2,4,4,8
M121,C-,USA,740,550,,,,,,3.77,0.82,3,4,6,4,10
M121,C-,USA,,,,,,,,1.98,0.44,6,1,,,
M121,C+,USA,720,460,,,,,,3.5,,2,1,,,
M121,D-,USA,,,,,,,,2.8,0.48,5,2,3,6,9
M121,D+,USA,,,,,,,,2.47,,5,2,7,5,12
M121,W,USA,,,,,,,,2.66,0.66,5,2,8,4,12
M121,W,USA,,,,,,,,3.89,0.82,3,2,9,0,9
M121,W,USA,760,470,,,,,,3.53,,3,2,3,3,6
M121,B+,USA,550,510,,,,,,3.85,,2,2,5,4,9
M121,C,USA,,,,,,,,,,3,0,,,
M121,C,USA,,,,,,,30,3.43,0.85,2,2,7,0,7
M121,B,USA,,,,,,,,3.97,,2,2,6,1,7
M121,D,USA,670,540,,,,,,2.52,,4,2,,,
M121,C+,USA,,,,,,,,2.7,,6,1,3,2,5
M121,B,USA,,,,,,,,2.71,,4,2,5,3,8
M121,D,USA,,,,,,,,,,,2,4,3,7
M121,C+,USA,,,,,,,,3.13,0.77,5,2,3,3,6
M121,D-,USA,,,,,,,,3.3,,5,2,5,3,8
M121,A,USA,600,550,,,,,,3.82,,3,3,11,2,13
M121,A-,USA,750,590,,,,,,3.42,0.81,3,2,4,5,9
M121,F,USA,,,,,,,,2.81,,5,0,,,
M121,B,USA,,,,,,,,2.73,0.59,5,2,8,5,13
M121,B,USA,,,,,,,,,,3,4,9,9,18
M121,W,USA,,,,,,,23,2.82,,5,2,2,5,7
M121,C,USA,530,530,,,,,,2.7,0.47,5,2,9,5,14
M121,W,USA,690,560,,,,,,3.93,,1,2,2,3,5
M121,B,USA,520,500,,,,,,2.64,,5,2,8,6,14
M121,W,USA,640,530,,,,,,3.77,0.84,3,2,1,0,1
M121,C+,USA,,,,,,,,2.93,0.48,5,2,,,
M121,C+,USA,680,540,,,,,,3.63,,2,4,9,6,15
M121,W,USA,,,,,,,,2.75,0.63,5,0,,,
M121,B,USA,,,,,,,,,,,2,8,4,12
M121,B,USA,,,,,,,,3.57,0.85,4,5,15,14,29
M121,C-,USA,,,,,,,,3.34,0.73,3,2,5,2,7
M121,A,USA,630,410,,,,,,3.97,,2,2,2,5,7
M121,A,USA,580,610,,,,,,3.82,,2,3,14,6,20
M121,B,USA,640,530,,,,,,3.21,,4,3,,,
M121,C-,USA,,,,,,,,2.45,,5,2,5,7,12
M121,C+,USA,530,510,,,,,,3.17,0.806682578,4,2,9,6,15
M121,B+,USA,,,,,,,,3.1,,3,0,,,
M121,D-,USA,410,430,,,,,,3.33,0.903846154,5,1,,,
M121,B+,USA,630,540,,,,,,3.77,,3,5,,,
M121,B-,USA,450,540,,,,,,3.88,0.975206612,2,2,8,4,12
M121,B-,USA,570,540,,,,,,2.66,,5,2,,,
M121,F,USA,,,,,,,,3.06,,5,2,5,4,9
M121,C+,USA,610,360,,,,,,3.11,0.584717608,4,2,7,5,12
M121,W,USA,450,400,,,,,,3.31,0.768796993,5,1,5,7,12
M121,C+,USA,540,480,,,,,,3.15,0.681498829,5,0,,,
M121,A,USA,690,560,,,,,,4,,1,4, , ,
M121,A,USA,710,550,,,,,,3.93,0.901960784,2,3,9,1,10
M121,C-,USA,560,470,,,,,,3.44,0.92,3,2,11,10,21
M121,B-,USA,,,,,,,,3.21,,3,2,5,1,6
M121,A,USA,,,,,,,,3.57,,2,4,12,8,20
M121,B,USA,580,450,,,,,,3.58,,4,2,6,4,10
M121,D,USA,590,520,,,,,,3.15,,4,1,4,3,7
M121,C,USA,,,,,,,,3.7,,4,2,4,5,9
M121,A-,USA,610,510,,,,,,3.75,0.845,3,0,,,
M121,C-,USA,620,560,,,,,,3.74,,2,2,6,6,12
M121,W,USA,,,,,,,,3.5,0.79,3,2,5,3,8
M121,W,USA,,,,,,,,3.29,,5,2,7,3,10
M121,D+,USA,560,520,,,,,,2.67,0.562,6,0,,,
M121,C+,USA,700,600,,,,,,3.09,,3,2,4,5,9
M121,W,USA,,,,,,,,3.18,,4,2,6,4,10
M121,D,USA,,,,,,,,3.25,0.54,3,2,11,0,11
M151,A+,INT,670,780,,,,,,,,,5,14,15,29
M151,A,INT,,,,,,,,,,,5,14,15,29
M151,A,INT,560,720,,,,,,,,,5,12,10,22
M151,B,INT,620,760,,,,,,,,,5,12,9,21
M151,B,INT,490,710,,,,,,,,2,5,12,12,24
M151,A-,INT,590,650,,,,,,3.92,0.813953488,3,5,14,12,26
M151,A,INT,670,740,,,,,,,,,5,14,10,24
M151,A-,INT,550,770,,,,,,,,,5,12,9,21
M151,C+,INT,,,,,,,,3.07,,4,0,,,
M151,B+,INT,590,730,,,,,,3.63,,2,5,15,9,24
M151,B+,INT,620,780,,,,,,3.9,,2,5,12,10,22
M151,A-,INT,670,740,,,,,,3.73,,2,5,12,12,24
M145,A,INT,580,680,,,,,,,,,5,14,14,28
M145,B,INT,610,710,,,,,,3.6,,2,5,13,10,23
M131,A,INT,500,750,,,,,,,,,0,,,
M121,B-,INT,620,760,,,,,,,,,5,12,9,21
M151,A-,,520,720,,,,,,,,,5,8,12,20
M151,A-,,,,,,,,,,,,5,15,11,26
M151,B,,,,,,,,,3.82,0.98,2,5,13,9,22
M151,A-,,,,,,,,,,,,0,,,
M151,A,,,,,,,,,,,,5,14,12,26
M151,B,,450,590,,,,,,3.09,,4,4,15,3,18
M151,B-,,540,640,,,,,,3.72,0.98,3,5,,,
M151,A,,580,620,,,,,,3.63,,2,5,15,10,25
M151,C+,,,,,,,,,3.39,0.87,3,5,10,5,15
M151,B+,,,,,,,,,,,,0,,,
M151,B,,,,,,,,,,,,5,13,13,26
M151,A,,,,,,,,,,,,0,,,
M151,B+,,,,,,,,,3.74,0.85,2,4,8,8,16
M151,B-,,,,,,,,,3.21,0.48,3,4,5,5,10
M151,D-,,,,,,,,,3,,3,0,,,
M151,A,,530,650,,,,,,,,,5,10,14,24
M151,C,,600,690,,,,,,3.4,0.68,3,5,11,7,18
M151,D,,,,,,,,,3.31,0.9,3,2,5,3,8
M151,A+,,,,,,,,,3.84,,2,5,14,9,23
M151,A-,,530,690,,,,,,,,,5,13,13,26
M151,A-,,,,,,,,,,,,5,13,12,25
M151,A,,530,780,,,,,,,,,5,14,15,29
M151,A,,,,,,,,,,,,5,13,13,26
M151,A-,,510,660,,,,,,,,,5,14,11,25
M151,A,,,,,,,,,,,,5,14,15,29
M151,C,,,,,,,,,,,,4,,,
M151,C+,,540,700,,,,,,,,,0,,,
M151,A,,,,,,,,,,,,0,,,
M151,A-,,640,750,,,,,,3.67,0.67,3,5,14,13,27
M151,A-,,,,,,,,,,,,5,13,14,27
M151,B,,,,,,,,,,,,5,13,12,25
M151,B,,600,740,,,,,,,,,5,12,11,23
M151,A+,,,,,,,,,,,,5,15,15,30
M151,A,,540,770,,,,,,,,,5,11,10,21
M151,B+,,730,750,,,,,,3.37,,2,5,12,10,22
M151,B+,,650,630,,,,,,3.78,0.81,3,5,,,
M151,D,,430,640,,,,,,,,,0,,,
M151,B,,620,750,,,,,,,,,5,13,11,24
M151,A-,,600,700,,,,,,,,,5,13,10,23
M151,F,,,,,,,,,3.97,0.96,3,5,11,12,23
M151,A,,530,610,,,,,,3.56,0.79,2,5,8,6,14
M151,A,,470,690,,,,,,,,,5,15,15,30
M131,C,,,,,,,,,3.2,0.81,4,2,6,5,11
M131,D-,,,,,,,,,3.53,,3,3,5,6,11
M131,A-,,,,,,,,,3.45,,2,0,,,
M121,A,,680,510,,,,,,3.73,0.97,2,4,,,
M121,C-,,,,,,,,,2.91,0.56,4,2,,,
M121,F,,,,,,,,,2.03,,4,0,,,
M121,B-,,570,550,,,,,,3.6,,2,0,,,
M121,B-,,,,,,,,,3.5,0.88,3,2,,,
M121,B+,,630,570,,,,,,3.91,0.97,3,4,,,
M121,B,,,,,,,,,3.69,0.81,2,2,7,3,10
M121,A-,,,,,,,,,4,0.97,3,2,4,7,11
M121,D-,,,,,,,,,2.5,,5,2,7,2,9
M121,B-,,,,,,,,,2.74,,3,2,6,1,7
M121,B-,,,,,,,,,3.68,0.81,4,2,,,
M121,B-,,680,560,,,,,,2.86,,3,4,,,
M121,B-,,,,,,,,,2.59,0.72,5,2,,,
M121,B,,,,,,,,,3.97,0.95,3,4,8,7,15
M121,B-,,610,670,,,,,,3.07,0.63,3,5,5,5,10
M121,A-,,,,,,,,,3.09,,4,3,5,4,9
M121,B,,,,,,,,,2.06,,5,0,,,
M121,B-,,,,,,,,,2.72,,4,0,,,
M121,B-,,,,,,,,,3.46,,4,2,6,1,7
M121,B,,800,440,,,,,,3.92,0.88,3,3,,,
M121,B,,,,,,,,,3.48,0.78,4,2,4,2,6
M121,C-,,,,,,,,,2.87,0.75,4,2,2,8,10
M121,C,,,,,,,,,3,,4,0,,,
M121,B-,,,,,,,,,2.97,0.69,4,2,5,3,8
M121,B,,,,,,,,,3.66,0.93,3,2,,,
M121,D-,,,,,,,,,3.07,0.89,4,2,,,
M121,C,,,,,,,,,3.5,,4,3,6,3,9
M121,B,,,,,,,,,3.93,,2,2,4,3,7
M121,A,,,,,,,,,3.63,0.85,2,2,5,4,9
M121,B-,,,,,,,,,3.2,,3,3,5,1,6
M121,C-,,,,,,,,,2.95,0.56,5,2,5,2,7
M121,D,,620,430,,,,,,1.89,,4,1,,,
M121,F,,,,,,,,,2.79,,4,0,,,
M121,B,,,,,,,,,3.7,0.95,3,4,10,6,16
M121,A,,,,,,,,,2.34,0.3,5,2,,,
M121,B+,,,,,,,,,3.7,,3,4,7,5,12
M121,C,,,,,,,,,3.58,0.8,4,2,2,3,5
M121,A-,,,,,,,,,3.46,,3,4,6,5,11
M121,A-,,,,,,,,,2.84,0.5,4,2,6,5,11
M121,A-,,,,,,,,,3.59,0.78,3,2,4,3,7
M121,A-,,550,510,,,,,,3.9,,3,3,5,0,5
M121,A-,,,,,,,,,3.15,0.61,4,2,,,
M121,B,,,,,,,,,3.37,0.84,4,3,5,6,11
M121,B-,,,,,,,,,3.28,,3,3,6,6,12
M121,B-,,800,610,,,,,,3.02,0.56,4,4,4,4,8
M121,B+,,,,,,,,,2.5,0.13,4,2,9,6,15
M121,B+,,,,,,,,,2.94,,4,2,6,4,10
M121,B+,,,,,,,,,3.04,,4,0,8,2,10
M121,B+,,,,,,,,,3.97,0.98,3,4,7,2,9
M121,B+,,,,,,,,,3.55,0.8,4,2,6,2,8
M121,B+,,650,610,,,,,,3.03,,3,4,4,2,6
M121,B+,,,,,,,,,3.03,,4,0,,,
M121,C,,,,,,,,,3.86,,3,4,9,5,14
M121,C,,420,530,,,,,,3.3,0.74,5,3,8,5,13
M121,C,,660,490,,,,,,2.56,0.33,5,1,,,
M121,C-,,,,,,,,,2.82,0.46,4,2,3,5,8
M121,C-,,630,510,,,,,,3.12,,4,3,4,2,6
M121,C+,,,,,,,,,3.56,0.81,4,2,2,0,2
M121,C+,,,,,,,,,2.6,0.68,5,0,,,
M121,D,,,,,,,,,3.52,0.96,4,2,3,4,7
M121,D,,730,610,,,,,,2.17,0.4,4,4,,,
M121,D,,,,,,,,,3.11,0.66,4,2,,,
M121,D-,,730,650,,,,,,3.44,,2,5,7,7,14
M121,F,,,,,,,,,3.63,0.94,4,2,4,0,4
M121,F,,,,,,,,,2.96,,4,0,,,
